workerid,proliferate.condition,internal_node_id,response,response_0,response_1,response_2,response_3,rt,slider_0,slider_1,slider_2,slider_3,slider_start,stimulus,success,time_elapsed,trial_index,trial_type,error
52,Condition 1,0.0-19.0,,17,18,17,48,27655,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_75.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,595478,19,html-multi-slider-response,
52,Condition 1,0.0-20.0,,13,11,12,64,22043,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,617776,20,html-multi-slider-response,
52,Condition 1,0.0-21.0,,15,15,20,50,27246,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,645276,21,html-multi-slider-response,
52,Condition 1,0.0-22.0,,15,12,11,62,19537,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,665073,22,html-multi-slider-response,
52,Condition 1,0.0-23.0,{'Q0': 'none'},,,,,8402,,,,,,,,673743,23,survey-text,
38,Condition 1,0.0-0.0,1,,,,,1207,,,,,,"<div class=""consent-form""><p><img src=""./consent_header.png""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>This study has been approved by the RD Ethics Chair as LING-2021-01-21</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Richard Breheny (<a href=""mailto:r.breheny@ucl.ac.uk"">r.breheny@ucl.ac.uk</a>)<br>UCL Linguistics<br>Division of Psychology and Language Sciences<br>Chandler House<br>2 Wakefield Street<br>London WC1N 1PF</p><p>&nbsp;</p><p><strong>Other investigators:</strong></p><p>Sebastian Schuster, Yuxin Cao</p><p>&nbsp;</p><p>We would like to invite you to participate in this research project. You should only participate if you want to. Choosing not to take part will not disadvantage you in any way. Before you decide whether you want to take part, please read the following information carefully. Please contact us if there is anything that is not clear or if you would like more information (<a href=""mailto:s.schuster@ucl.ac.uk"">s.schuster@ucl.ac.uk</a>).</p><p>&nbsp;</p><p><strong>Details of Study</strong></p><p>This study forms part of a research project under the supervision of Professor Richard Breheny in the Linguistics Department of the UCL Division of Psychology and Language Sciences which looks at how people process language. The study addresses the question of how people read more into communication than the actual words say. We will record participants' responses and responses may be timed.</p><p>&nbsp;</p><p><strong>Possible risks and benefits</strong></p><p>The testing session will take approximately <strong>5 minutes</strong> (including breaks). You are free to withdraw from the experiment at any time.  Once you have completed the experiment, you will be redirected to the recruitment platform you used to access our study, and you will be compensated for your time.</p><p>It is up to you to decide whether or not to take part. If you do decide to take part, you will be asked to provide an informed consent. Even after agreeing to take part, you can still withdraw at any time and without giving a reason.</p><p>All data are collected and stored in accordance with the provisions of the General Data Protection Regulations and the Data Protection Act 2018.</p><p>&nbsp;</p></div>",,1208,0,html-button-response,
38,Condition 1,0.0-1.0,1,,,,,1085,,,,,,"<div class=""consent-form""><p><img src=""consent_header.png""></p><p style=""text-align:center;font-weight:bold;"">ONLINE CONSENT FORM</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>This study forms part of a research project under the supervision of Professor Richard Breheny in the Linguistics Department of the UCL Division of Psychology and Language Sciences. This study has been approved by the RD Ethics Chair as LING-2021-01-21</p><p>Please read the following information carefully:</p><ul><li>You have read and understood the information sheet explaining the project, risks and benefits.</li><li>You understand that you have the right to withdraw at any point during the study, for any reason, and without any prejudice.</li><li>You understand that you must not participate if you suffer from photosensitive epilepsy.</li><li>You consent to the processing of the anonymised data collected for the purposes of this study only and not for any other purposes.</li><li>All data are collected and stored in accordance with the provisions of the General Data Protection Regulations and the Data Protection Act 2018. If you are concerned about how the data is being processed, please contact UCL in the first instance at data-protection@ucl.ac.uk</li></ul><p>If you would like to contact the Principal Investigator in the study to discuss this research, please e-mail <a href=""mailto:r.breheny@ucl.ac.uk"">r.breheny@ucl.ac.uk</a>.</p><p>&nbsp;</p></div>",,2548,1,html-button-response,
38,Condition 1,0.0-2.0,,,,,,809,,,,,,,True,4622,2,fullscreen,
38,Condition 1,0.0-3.0, ,,,,,1276,,,,,,"<p style=""font-size: 25px; text-align: center;"">In this experiment, you will see several scenes and answer questions about them. <br>On each slide, you will see a picture and several utterances. <br>Please move the sliders for each utterance to indicate <br>how likely you think it is that the speaker would say this. <br><br>Note: The ratings must add up to 100. <br>The sliders will automatically snap back if you try to assign more than 100 points. <br>Press the space bar to begin.</p>",,6156,3,html-keyboard-response,
38,Condition 1,0.0-4.0,0,,,,,4385,,,,,,"
        <p style=""font-size: 25px; text-align: center;"">
            In the experiment, you will be presented with scenes similar to the one described below.<br><br>
            A person decides to take a rest because they do not feel well.<br> 
            After setting a timer, they place their phone aside.<br> 
            Suddenly, a notification pops up.<br>
            They choose to respond with a voice message before resting.<br>
            Before sending the message, the person checks the timer.
        </p>
        <div style=""text-align: center;"">
            <img src= ""../proexpec/t/t_b_15.jpg"" alt=""Example scene"" style=""max-width: 500px;"">
        </div>",,10801,4,html-button-response,
38,Condition 1,0.0-5.0,,70,0,30,0,9143,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,20207,5,html-multi-slider-response,
38,Condition 1,0.0-6.0,,0,74,0,26,5409,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,25873,6,html-multi-slider-response,
38,Condition 1,0.0-7.0,,0,62,0,38,5560,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,31699,7,html-multi-slider-response,
38,Condition 1,0.0-8.0,,0,0,0,100,5012,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,36967,8,html-multi-slider-response,
38,Condition 1,0.0-9.0,,73,27,0,0,16391,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,53611,9,html-multi-slider-response,
38,Condition 1,0.0-10.0,,33,30,37,0,4711,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,58575,10,html-multi-slider-response,
38,Condition 1,0.0-11.0,,0,0,0,100,3858,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,62687,11,html-multi-slider-response,
38,Condition 1,0.0-12.0,,0,56,44,0,3355,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,66298,12,html-multi-slider-response,
38,Condition 1,0.0-13.0,,47,30,23,0,4190,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_75.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,70752,13,html-multi-slider-response,
38,Condition 1,0.0-14.0,,0,0,0,100,2801,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,73810,14,html-multi-slider-response,
38,Condition 1,0.0-15.0,,40,34,26,0,4372,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_75.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,78449,15,html-multi-slider-response,
38,Condition 1,0.0-16.0,,0,48,47,5,3909,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,82619,16,html-multi-slider-response,
38,Condition 1,0.0-17.0,,71,29,0,0,3218,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,86091,17,html-multi-slider-response,
38,Condition 1,0.0-18.0,,0,0,24,76,4047,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,90407,18,html-multi-slider-response,
38,Condition 1,0.0-19.0,,52,0,48,0,3748,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,94416,19,html-multi-slider-response,
38,Condition 1,0.0-20.0,,0,52,48,0,6179,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,100856,20,html-multi-slider-response,
38,Condition 1,0.0-21.0,,0,60,40,0,28411,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,129520,21,html-multi-slider-response,
38,Condition 1,0.0-22.0,,0,48,52,0,2726,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,132508,22,html-multi-slider-response,
38,Condition 1,0.0-23.0,{'Q0': ''},,,,,802,,,,,,,,133579,23,survey-text,
48,Condition 1,0.0-0.0,1,,,,,7289,,,,,,"<div class=""consent-form""><p><img src=""./consent_header.png""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>This study has been approved by the RD Ethics Chair as LING-2021-01-21</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Richard Breheny (<a href=""mailto:r.breheny@ucl.ac.uk"">r.breheny@ucl.ac.uk</a>)<br>UCL Linguistics<br>Division of Psychology and Language Sciences<br>Chandler House<br>2 Wakefield Street<br>London WC1N 1PF</p><p>&nbsp;</p><p><strong>Other investigators:</strong></p><p>Sebastian Schuster, Yuxin Cao</p><p>&nbsp;</p><p>We would like to invite you to participate in this research project. You should only participate if you want to. Choosing not to take part will not disadvantage you in any way. Before you decide whether you want to take part, please read the following information carefully. Please contact us if there is anything that is not clear or if you would like more information (<a href=""mailto:s.schuster@ucl.ac.uk"">s.schuster@ucl.ac.uk</a>).</p><p>&nbsp;</p><p><strong>Details of Study</strong></p><p>This study forms part of a research project under the supervision of Professor Richard Breheny in the Linguistics Department of the UCL Division of Psychology and Language Sciences which looks at how people process language. The study addresses the question of how people read more into communication than the actual words say. We will record participants' responses and responses may be timed.</p><p>&nbsp;</p><p><strong>Possible risks and benefits</strong></p><p>The testing session will take approximately <strong>5 minutes</strong> (including breaks). You are free to withdraw from the experiment at any time.  Once you have completed the experiment, you will be redirected to the recruitment platform you used to access our study, and you will be compensated for your time.</p><p>It is up to you to decide whether or not to take part. If you do decide to take part, you will be asked to provide an informed consent. Even after agreeing to take part, you can still withdraw at any time and without giving a reason.</p><p>All data are collected and stored in accordance with the provisions of the General Data Protection Regulations and the Data Protection Act 2018.</p><p>&nbsp;</p></div>",,7292,0,html-button-response,
48,Condition 1,0.0-1.0,1,,,,,6793,,,,,,"<div class=""consent-form""><p><img src=""consent_header.png""></p><p style=""text-align:center;font-weight:bold;"">ONLINE CONSENT FORM</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>This study forms part of a research project under the supervision of Professor Richard Breheny in the Linguistics Department of the UCL Division of Psychology and Language Sciences. This study has been approved by the RD Ethics Chair as LING-2021-01-21</p><p>Please read the following information carefully:</p><ul><li>You have read and understood the information sheet explaining the project, risks and benefits.</li><li>You understand that you have the right to withdraw at any point during the study, for any reason, and without any prejudice.</li><li>You understand that you must not participate if you suffer from photosensitive epilepsy.</li><li>You consent to the processing of the anonymised data collected for the purposes of this study only and not for any other purposes.</li><li>All data are collected and stored in accordance with the provisions of the General Data Protection Regulations and the Data Protection Act 2018. If you are concerned about how the data is being processed, please contact UCL in the first instance at data-protection@ucl.ac.uk</li></ul><p>If you would like to contact the Principal Investigator in the study to discuss this research, please e-mail <a href=""mailto:r.breheny@ucl.ac.uk"">r.breheny@ucl.ac.uk</a>.</p><p>&nbsp;</p></div>",,14339,1,html-button-response,
48,Condition 1,0.0-2.0,,,,,,2269,,,,,,,True,17864,2,fullscreen,
48,Condition 1,0.0-3.0, ,,,,,10373,,,,,,"<p style=""font-size: 25px; text-align: center;"">In this experiment, you will see several scenes and answer questions about them. <br>On each slide, you will see a picture and several utterances. <br>Please move the sliders for each utterance to indicate <br>how likely you think it is that the speaker would say this. <br><br>Note: The ratings must add up to 100. <br>The sliders will automatically snap back if you try to assign more than 100 points. <br>Press the space bar to begin.</p>",,28489,3,html-keyboard-response,
48,Condition 1,0.0-4.0,0,,,,,47431,,,,,,"
        <p style=""font-size: 25px; text-align: center;"">
            In the experiment, you will be presented with scenes similar to the one described below.<br><br>
            A person decides to take a rest because they do not feel well.<br> 
            After setting a timer, they place their phone aside.<br> 
            Suddenly, a notification pops up.<br>
            They choose to respond with a voice message before resting.<br>
            Before sending the message, the person checks the timer.
        </p>
        <div style=""text-align: center;"">
            <img src= ""../proexpec/t/t_b_15.jpg"" alt=""Example scene"" style=""max-width: 500px;"">
        </div>",,74561,4,html-button-response,
48,Condition 1,0.0-5.0,,80,5,0,15,53905,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,128718,5,html-multi-slider-response,
48,Condition 1,0.0-6.0,,80,5,0,15,28726,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,157697,6,html-multi-slider-response,
48,Condition 1,0.0-7.0,,80,5,0,15,25151,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,183102,7,html-multi-slider-response,
48,Condition 1,0.0-8.0,,80,4,1,15,32124,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,215480,8,html-multi-slider-response,
48,Condition 1,0.0-9.0,,80,4,1,15,32061,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,247792,9,html-multi-slider-response,
48,Condition 1,0.0-10.0,,80,5,0,15,27572,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,275616,10,html-multi-slider-response,
48,Condition 1,0.0-11.0,,85,0,0,15,15626,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,291494,11,html-multi-slider-response,
48,Condition 1,0.0-12.0,,70,20,0,10,16471,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,308218,12,html-multi-slider-response,
48,Condition 1,0.0-13.0,,90,5,0,5,18054,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,326524,13,html-multi-slider-response,
48,Condition 1,0.0-14.0,,90,5,0,5,14273,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_75.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,341049,14,html-multi-slider-response,
48,Condition 1,0.0-15.0,,95,0,0,5,12194,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,353496,15,html-multi-slider-response,
48,Condition 1,0.0-16.0,,85,10,0,5,17872,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,371620,16,html-multi-slider-response,
48,Condition 1,0.0-17.0,,10,80,0,10,17427,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,389299,17,html-multi-slider-response,
48,Condition 1,0.0-18.0,,85,5,0,10,25071,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,414622,18,html-multi-slider-response,
48,Condition 1,0.0-19.0,,50,45,0,5,13377,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,428251,19,html-multi-slider-response,
48,Condition 1,0.0-20.0,,10,85,0,5,16734,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,445238,20,html-multi-slider-response,
48,Condition 1,0.0-21.0,,85,0,10,5,18132,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_75.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,463621,21,html-multi-slider-response,
48,Condition 1,0.0-22.0,,5,90,0,5,19359,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,483231,22,html-multi-slider-response,
48,Condition 1,0.0-23.0,{'Q0': ''},,,,,1933,,,,,,,,485420,23,survey-text,
43,Condition 1,0.0-0.0,1,,,,,4307,,,,,,"<div class=""consent-form""><p><img src=""./consent_header.png""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>This study has been approved by the RD Ethics Chair as LING-2021-01-21</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Richard Breheny (<a href=""mailto:r.breheny@ucl.ac.uk"">r.breheny@ucl.ac.uk</a>)<br>UCL Linguistics<br>Division of Psychology and Language Sciences<br>Chandler House<br>2 Wakefield Street<br>London WC1N 1PF</p><p>&nbsp;</p><p><strong>Other investigators:</strong></p><p>Sebastian Schuster, Yuxin Cao</p><p>&nbsp;</p><p>We would like to invite you to participate in this research project. You should only participate if you want to. Choosing not to take part will not disadvantage you in any way. Before you decide whether you want to take part, please read the following information carefully. Please contact us if there is anything that is not clear or if you would like more information (<a href=""mailto:s.schuster@ucl.ac.uk"">s.schuster@ucl.ac.uk</a>).</p><p>&nbsp;</p><p><strong>Details of Study</strong></p><p>This study forms part of a research project under the supervision of Professor Richard Breheny in the Linguistics Department of the UCL Division of Psychology and Language Sciences which looks at how people process language. The study addresses the question of how people read more into communication than the actual words say. We will record participants' responses and responses may be timed.</p><p>&nbsp;</p><p><strong>Possible risks and benefits</strong></p><p>The testing session will take approximately <strong>5 minutes</strong> (including breaks). You are free to withdraw from the experiment at any time.  Once you have completed the experiment, you will be redirected to the recruitment platform you used to access our study, and you will be compensated for your time.</p><p>It is up to you to decide whether or not to take part. If you do decide to take part, you will be asked to provide an informed consent. Even after agreeing to take part, you can still withdraw at any time and without giving a reason.</p><p>All data are collected and stored in accordance with the provisions of the General Data Protection Regulations and the Data Protection Act 2018.</p><p>&nbsp;</p></div>",,4310,0,html-button-response,
43,Condition 1,0.0-1.0,1,,,,,2782,,,,,,"<div class=""consent-form""><p><img src=""consent_header.png""></p><p style=""text-align:center;font-weight:bold;"">ONLINE CONSENT FORM</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>This study forms part of a research project under the supervision of Professor Richard Breheny in the Linguistics Department of the UCL Division of Psychology and Language Sciences. This study has been approved by the RD Ethics Chair as LING-2021-01-21</p><p>Please read the following information carefully:</p><ul><li>You have read and understood the information sheet explaining the project, risks and benefits.</li><li>You understand that you have the right to withdraw at any point during the study, for any reason, and without any prejudice.</li><li>You understand that you must not participate if you suffer from photosensitive epilepsy.</li><li>You consent to the processing of the anonymised data collected for the purposes of this study only and not for any other purposes.</li><li>All data are collected and stored in accordance with the provisions of the General Data Protection Regulations and the Data Protection Act 2018. If you are concerned about how the data is being processed, please contact UCL in the first instance at data-protection@ucl.ac.uk</li></ul><p>If you would like to contact the Principal Investigator in the study to discuss this research, please e-mail <a href=""mailto:r.breheny@ucl.ac.uk"">r.breheny@ucl.ac.uk</a>.</p><p>&nbsp;</p></div>",,7347,1,html-button-response,
43,Condition 1,0.0-2.0,,,,,,1602,,,,,,,True,10204,2,fullscreen,
43,Condition 1,0.0-3.0, ,,,,,11333,,,,,,"<p style=""font-size: 25px; text-align: center;"">In this experiment, you will see several scenes and answer questions about them. <br>On each slide, you will see a picture and several utterances. <br>Please move the sliders for each utterance to indicate <br>how likely you think it is that the speaker would say this. <br><br>Note: The ratings must add up to 100. <br>The sliders will automatically snap back if you try to assign more than 100 points. <br>Press the space bar to begin.</p>",,21790,3,html-keyboard-response,
43,Condition 1,0.0-4.0,0,,,,,13087,,,,,,"
        <p style=""font-size: 25px; text-align: center;"">
            In the experiment, you will be presented with scenes similar to the one described below.<br><br>
            A person decides to take a rest because they do not feel well.<br> 
            After setting a timer, they place their phone aside.<br> 
            Suddenly, a notification pops up.<br>
            They choose to respond with a voice message before resting.<br>
            Before sending the message, the person checks the timer.
        </p>
        <div style=""text-align: center;"">
            <img src= ""../proexpec/t/t_b_15.jpg"" alt=""Example scene"" style=""max-width: 500px;"">
        </div>",,35130,4,html-button-response,
43,Condition 1,0.0-5.0,,30,50,15,5,27431,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,62815,5,html-multi-slider-response,
43,Condition 1,0.0-6.0,,40,30,20,10,25433,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,88502,6,html-multi-slider-response,
43,Condition 1,0.0-7.0,,30,30,30,10,23408,I'm gonna lie down for a while,I'm gonna lie down for a bit,I'm gonna lie down for some time,something else,0,"<p><img src=""../proexpec/t/t_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,112164,7,html-multi-slider-response,
